City,Month,Disaster,Value,Unit,Threshold,Above/Below,Severity,Scale,Year
Chicago,2030-09,Windstorm,4.834582039561251,m/s,11.0,Below,Low,2.631540809180996,2030
Chicago,2030-10,Windstorm,9.23780478850921,m/s,11.0,Below,Medium,4.546376975528734,2030
Chicago,2030-11,Windstorm,7.322984509895128,m/s,11.0,Below,Medium,3.7136761719133977,2030
Chicago,2030-12,Windstorm,16.040088693558793,m/s,11.0,Above,High,7.504496511558596,2030
Houston,2030-01,Heatwave,12.57171630859375,°C,32.0,Below,Medium,3.608778583716461,2030
Houston,2030-02,Heatwave,25.618234806235886,°C,32.0,Below,High,6.189285730308975,2030
Houston,2030-03,Heatwave,26.20917917777273,°C,32.0,Below,High,6.306170259638776,2030
Houston,2030-04,Heatwave,33.70669503301457,°C,32.0,Above,Very High,7.78912475432936,2030
Houston,2030-05,Heatwave,36.210388091626086,°C,32.0,Above,Very High,8.2843371615159,2030
Houston,2030-06,Heatwave,40.87510488188182,°C,32.0,Above,Very High,9.20698445751755,2030
Houston,2030-07,Heatwave,44.657421812389934,°C,32.0,Above,Very High,9.955099433295802,2030
Houston,2030-08,Heatwave,42.29975660470634,°C,32.0,Above,Very High,9.488770280518407,2030
Houston,2030-09,Heatwave,37.44451946666867,°C,32.0,Above,Very High,8.528439435521568,2030
Houston,2030-10,Heatwave,34.66964590545511,°C,32.0,Above,Very High,7.97958948318399,2030
Houston,2030-11,Heatwave,26.35540620459421,°C,32.0,Below,High,6.33509290960137,2030
Houston,2030-12,Heatwave,12.57171630859375,°C,32.0,Below,Medium,3.608778583716461,2030
Houston,2030-01,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-01,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-02,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-02,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-03,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-03,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-04,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-04,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-05,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-05,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-06,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-06,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-07,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-07,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-08,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-08,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-09,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-09,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-10,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-10,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-11,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-11,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-12,Drought,0.0,mm,0.0,Above,Low,1.0,2030
Houston,2030-12,Flood,0.0,mm,50.0,Below,Low,1.0,2030
Houston,2030-01,Cyclone,1028.1993408203125,hPa,1011.0,Above,Very High,8.856828680026254,2030
Houston,2030-02,Cyclone,1015.4260867347238,hPa,1011.0,Above,High,6.407240856383751,2030
Houston,2030-03,Cyclone,1011.7672288486884,hPa,1011.0,Above,High,5.705564238505891,2030
Houston,2030-04,Cyclone,1007.5655848559842,hPa,1011.0,Below,Medium,4.899794941595001,2030
Houston,2030-05,Cyclone,1007.9415495424796,hPa,1011.0,Below,Medium,4.971895481675686,2030
Houston,2030-06,Cyclone,1007.6144243484362,hPa,1011.0,Below,Medium,4.909161123870998,2030
Houston,2030-07,Cyclone,1011.323324918062,hPa,1011.0,Above,High,5.620434665724871,2030
Houston,2030-08,Cyclone,1009.059816295078,hPa,1011.0,Below,Medium,5.18635082738433,2030
Houston,2030-09,Cyclone,1012.9541444076822,hPa,1011.0,Above,High,5.933184693052647,2030
Houston,2030-10,Cyclone,1020.6549692675223,hPa,1011.0,Above,High,7.410008584777375,2030
Houston,2030-11,Cyclone,1021.1319150832148,hPa,1011.0,Above,High,7.501474757361831,2030
Houston,2030-12,Cyclone,1028.1993408203125,hPa,1011.0,Above,Very High,8.856828680026254,2030
Houston,2030-01,Windstorm,10.020104684456417,m/s,11.0,Below,Medium,4.886576919773591,2030
Houston,2030-02,Windstorm,13.19104186666879,m/s,11.0,Above,High,6.265527189588525,2030
Houston,2030-03,Windstorm,11.242265871477525,m/s,11.0,Above,Medium,5.41806001191869,2030
